Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Total_Expense,,,,,,
15696,40,0,Professional,Tier_1,4709,0,747,1694,1099,769,578,1087,578,0,212,6,910,4223,360,202,77,111,219,4,0,33,11473,,,,,,
11026,43,1,Student,Tier_2,2205,0,297,1226,556,254,307,523,510,736,226,8,934,4186,191,119,35,70,128,4,28,26,6840,,,,,,
23899,57,2,Professional,Tier_3,3585,2404,1122,3199,1314,824,779,1319,948,1507,294,6,1527,6605,184,330,94,119,98,33,43,83,17295,,,,,,
105154,35,4,Retired,Tier_1,31546,0,2745,13548,6478,3682,4481,7687,3316,8441,1404,22,21827,21827,1949,1684,515,991,1013,131,19,220,83328,,,,,,
50283,41,4,Professional,Tier_2,10057,0,1269,5357,3012,1721,1059,2421,2077,3380,515,13,6533,19416,1360,794,371,84,668,18,75,115,30868,,,,,,
52687,44,4,Professional,Tier_2,10537,0,1493,6528,3774,1814,2509,3696,2372,3472,596,15,7730,15895,832,1077,235,748,402,1,40,166,36791,,,,,,
61135,62,4,Professional,Tier_2,12227,10857,1996,6583,3608,2372,2691,4856,2262,3287,857,14,8763,9541,348,343,378,524,852,28,101,160,51596,,,,,,
42006,19,3,Retired,Tier_1,12602,0,1103,5051,3082,874,1209,2385,1532,4042,650,11,4691,9476,822,547,61,350,487,36,168,85,32530,,,,,,
33039,18,3,Self_Employed,Tier_1,9912,0,1272,3705,1924,1554,1201,1563,1291,1827,696,10,3260,8094,734,358,386,321,93,15,42,191,24945,,,,,,
50960,33,0,Professional,Tier_1,15288,7110,1735,6341,3391,1214,1166,2704,2012,0,1094,11,5510,8905,699,375,220,141,741,93,0,247,42055,,,,,,
19380,60,1,Retired,Tier_1,5814,2830,701,2775,1338,823,435,822,741,1864,225,9,1014,1014,583,326,199,99,64,14,22,42,18368,,,,,,
9676,41,0,Student,Tier_1,2903,958,386,1112,756,440,204,463,367,0,185,7,712,1902,169,212,33,30,86,17,0,15,7774,,,,,,
53495,53,1,Student,Tier_1,16049,4412,1811,7951,2721,1907,2516,2203,2050,3340,1505,14,7029,7029,1093,754,383,384,520,102,69,447,46465,,,,,,
80752,28,3,Retired,Tier_1,24226,0,1844,10090,4788,1845,1765,4286,3538,5426,856,13,10346,22090,1642,249,290,360,1234,51,99,74,58664,,,,,,
12263,43,4,Professional,Tier_2,2453,0,375,1333,688,253,423,492,388,856,216,9,1066,4787,104,167,56,53,131,9,20,56,7477,,,,,,
57901,23,0,Self_Employed,Tier_3,8685,7558,2057,7721,4097,2080,1200,3030,2305,0,666,12,6828,18501,2008,568,232,184,839,15,0,104,39399,,,,,,
115101,43,1,Student,Tier_3,17265,22066,2920,16498,7377,2383,3617,8433,4435,9307,2781,17,18019,18019,2515,675,606,345,2194,99,169,464,97082,,,,,,
29946,46,2,Self_Employed,Tier_1,8984,0,1042,3712,1980,1321,977,1720,1028,1981,715,9,2795,6487,1055,363,275,84,288,27,17,55,23460,,,,,,
15593,60,1,Retired,Tier_1,4678,2171,370,2254,817,482,416,1113,659,1132,166,8,1304,1335,559,146,63,91,64,20,52,14,14258,,,,,,
33103,18,0,Student,Tier_3,4965,1751,1012,4589,2214,679,1188,2103,1224,0,870,8,2703,12507,675,410,154,174,540,60,0,51,20595,,,,,,
19313,26,3,Professional,Tier_2,3863,3758,872,2042,1140,629,896,1168,608,982,372,9,1655,2984,578,156,175,263,169,15,37,53,16330,,,,,,
18317,44,4,Student,Tier_3,2748,0,392,2615,1341,713,746,965,885,1005,523,7,1239,6385,321,247,145,49,98,16,35,85,11933,,,,,,
42425,24,2,Professional,Tier_2,8485,0,895,4485,2583,2039,1506,3354,1813,3733,711,11,4521,12821,384,479,542,168,821,54,142,68,29604,,,,,,
8316,20,0,Self_Employed,Tier_3,1247,0,266,992,425,179,241,411,280,0,189,8,629,4086,188,40,47,24,84,14,0,26,4230,,,,,,
9450,26,3,Student,Tier_2,1890,0,448,1385,491,227,254,441,326,615,102,6,572,3270,127,57,18,44,113,16,12,27,6179,,,,,,
30467,19,1,Retired,Tier_2,6093,5334,1171,3456,1803,1161,1436,1601,1197,1832,490,6,1943,4892,273,195,108,142,194,7,62,61,25574,,,,,,
29469,27,3,Student,Tier_2,5894,0,1197,2961,1763,920,906,1898,1179,2892,385,10,2945,9476,627,232,248,184,270,48,97,34,19995,,,,,,
39490,34,3,Professional,Tier_1,11847,0,1449,4792,2784,1213,1827,1937,1966,2301,1049,6,2411,8325,1184,246,87,474,569,34,71,129,31165,,,,,,
134475,48,4,Self_Employed,Tier_2,26895,0,5817,19777,7906,3583,4043,8108,6205,8428,2673,18,24294,41040,2879,530,413,265,1213,272,103,508,93435,,,,,,
32616,18,0,Retired,Tier_1,9785,0,1051,3954,2382,1183,968,1482,1011,0,946,9,2960,9855,1142,394,218,245,389,40,0,102,22762,,,,,,
48411,35,3,Professional,Tier_2,9682,0,2056,5101,3225,1921,2282,3579,1693,3183,1422,12,5626,14267,295,426,249,522,256,47,119,148,34144,,,,,,
13746,23,1,Professional,Tier_3,2062,2509,660,1663,813,387,566,1004,685,962,224,9,1169,2209,111,97,48,28,150,32,34,27,11535,,,,,,
55454,55,1,Retired,Tier_2,11091,6537,1683,8281,3199,2538,1823,4063,2685,4717,1486,14,7351,7351,1305,421,197,261,416,37,124,82,48103,,,,,,
19689,58,4,Retired,Tier_1,5907,3632,636,2168,1176,742,806,1112,898,1251,358,6,1003,1003,171,169,204,158,237,19,35,70,18686,,,,,,
31764,59,3,Self_Employed,Tier_1,9529,0,802,4627,1884,1343,723,1984,1411,3049,885,8,2431,5527,554,480,259,55,419,46,128,79,26237,,,,,,
27498,64,1,Professional,Tier_1,8249,2443,647,2913,1862,623,694,1804,1134,2701,613,10,2663,3815,324,470,98,163,293,40,131,177,23683,,,,,,
68551,21,1,Professional,Tier_1,20565,11670,2913,7224,5040,1390,2916,4579,2657,3752,1025,10,4821,4821,915,309,113,418,498,48,98,285,63731,,,,,,
10519,57,4,Self_Employed,Tier_1,3156,1492,396,1077,596,349,479,503,434,796,225,7,743,1016,135,46,78,26,27,13,2,26,9503,,,,,,
4829,21,3,Student,Tier_2,966,931,200,522,355,127,117,196,229,321,118,9,453,746,71,38,24,26,55,0,11,19,4082,,,,,,
25291,52,4,Retired,Tier_2,5058,0,633,3720,1292,992,885,1646,974,1676,481,5,1346,7933,399,337,62,194,314,21,35,78,17357,,,,,,
43642,21,3,Self_Employed,Tier_1,13093,4122,1864,6156,2595,1859,1596,3222,1410,3353,614,11,3758,3758,1703,317,174,175,305,4,145,174,39884,,,,,,
33886,18,1,Retired,Tier_2,6777,2322,997,3954,2047,1095,747,1939,1056,2682,983,10,3348,9287,943,581,65,64,339,14,30,115,24599,,,,,,
80396,58,0,Self_Employed,Tier_1,24119,0,3103,8599,4125,3265,2261,5217,3214,0,1898,14,11419,24594,1227,276,964,164,1503,153,0,445,55801,,,,,,
42568,60,1,Self_Employed,Tier_2,8514,0,1934,5451,2818,1408,1426,2529,2019,2433,811,11,4760,13226,348,560,227,163,286,56,112,109,29343,,,,,,
19108,48,0,Professional,Tier_2,3822,0,735,2029,986,883,911,1406,833,0,403,8,1604,7101,137,287,239,65,109,33,0,66,12008,,,,,,
4669,36,3,Retired,Tier_3,700,0,117,624,325,154,178,282,175,380,133,6,265,1599,37,59,22,45,43,8,12,9,3068,,,,,,
24813,38,3,Self_Employed,Tier_3,3722,0,868,3577,1728,669,658,1251,876,1889,338,6,1570,9236,1061,107,63,97,163,1,38,101,15576,,,,,,
68276,47,2,Professional,Tier_2,13655,0,1884,8614,3782,2271,2762,3921,2880,5994,1592,14,9353,20922,628,328,598,512,301,93,141,179,47355,,,,,,
21924,24,3,Self_Employed,Tier_2,4385,3454,802,2447,1149,674,688,1499,677,1299,420,7,1569,4432,321,111,62,87,330,29,62,23,17494,,,,,,
30687,22,3,Retired,Tier_2,6137,6073,687,3551,1615,1450,1201,1262,1413,1718,399,9,2761,5181,231,119,393,315,69,23,69,70,25506,,,,,,
42026,19,2,Self_Employed,Tier_2,8405,0,2079,5005,2438,1002,854,2862,1628,2933,1044,11,4667,13776,672,199,92,52,717,9,123,258,28250,,,,,,
13316,20,0,Professional,Tier_1,3995,957,514,1971,979,317,438,616,589,0,335,7,928,2606,246,283,81,38,46,6,0,30,10711,,,,,,
49392,32,3,Professional,Tier_2,9878,0,1553,7063,3330,1858,2036,2847,1642,3909,1265,14,6724,14011,623,983,312,479,796,78,40,288,35381,,,,,,
111152,56,4,Student,Tier_2,22230,7254,3373,14148,7530,4632,4790,7780,4785,6907,3163,24,24559,24559,1992,1649,1346,748,579,94,327,334,86592,,,,,,
26126,54,3,Retired,Tier_2,5225,2994,978,3505,1690,1196,1263,1691,939,1353,544,9,2389,4747,552,407,137,286,490,32,8,44,21378,,,,,,
12157,27,3,Student,Tier_2,2431,0,488,1275,829,363,415,608,456,918,242,9,1146,4132,229,88,27,104,129,3,17,63,8025,,,,,,
28443,26,1,Professional,Tier_3,4267,0,769,3104,2235,1016,1360,1778,1201,1855,773,6,1636,10085,577,215,218,252,343,4,11,179,18358,,,,,,
5062,40,3,Student,Tier_2,1012,800,185,646,383,139,224,288,237,314,56,6,324,778,78,81,33,52,50,3,9,15,4284,,,,,,
39280,31,3,Retired,Tier_3,5892,0,1795,4176,2006,1186,1329,2815,1476,3526,828,10,3903,14250,696,576,236,159,295,14,68,192,25029,,,,,,
43078,62,4,Professional,Tier_3,6462,6009,1909,4351,2643,1951,1700,2232,1630,4158,516,14,6200,9517,646,198,393,461,511,70,127,130,33561,,,,,,
114630,50,2,Student,Tier_3,17194,21896,2927,12066,8372,2728,5470,5025,4442,8916,1868,19,22124,23724,2816,643,786,742,1006,128,7,341,90904,,,,,,
25687,33,2,Student,Tier_3,3853,0,809,2702,2031,531,787,1381,1133,1453,720,7,1798,10287,169,407,54,110,225,7,58,91,15400,,,,,,
41595,37,2,Professional,Tier_2,8319,7129,1819,5701,2310,1217,1996,3234,1968,2179,524,11,4465,5199,500,210,179,187,879,17,1,131,36396,,,,,,
15062,25,1,Self_Employed,Tier_1,4519,2047,441,2146,1034,503,644,1117,739,1178,304,8,390,390,154,227,123,108,157,19,48,68,14672,,,,,,
22557,55,3,Professional,Tier_1,6767,2350,971,3174,1736,792,530,1696,1104,1345,293,9,1799,1799,738,171,148,112,275,46,45,56,20758,,,,,,
8856,51,0,Student,Tier_1,2657,1552,366,1324,542,389,394,483,406,0,110,10,632,632,315,127,57,81,60,5,0,10,8223,,,,,,
25671,48,0,Retired,Tier_2,5134,0,654,3704,1570,1188,743,1991,1105,0,481,9,2354,9100,1047,89,323,114,171,52,0,98,16570,,,,,,
23499,62,4,Student,Tier_2,4700,0,961,2852,1247,995,498,968,866,1372,412,9,2216,8629,564,352,295,84,250,41,20,36,14871,,,,,,
38113,25,1,Professional,Tier_3,5717,4697,1720,4667,2296,896,1345,2469,1841,2861,837,6,2438,8767,1043,192,103,143,200,91,78,184,29346,,,,,,
18216,42,1,Student,Tier_2,3643,0,860,2102,1422,374,884,1330,596,1525,202,6,1139,5279,183,168,21,73,235,12,67,29,12938,,,,,,
32068,58,3,Professional,Tier_2,6414,0,877,3557,2385,1523,1444,2330,1080,2122,656,7,2248,9680,767,320,389,121,522,31,60,57,22388,,,,,,
22977,30,0,Student,Tier_3,3447,4165,1147,3207,1310,1034,858,1560,766,0,603,6,1486,4880,785,185,84,71,99,15,0,48,18097,,,,,,
23012,35,1,Student,Tier_1,6903,0,799,3035,1814,466,1108,1404,1081,1782,585,7,1538,4033,873,269,32,262,369,14,61,160,18977,,,,,,
31992,58,4,Self_Employed,Tier_1,9598,4482,881,3424,1700,800,946,1786,1506,2325,689,8,2622,3857,933,153,118,254,288,70,26,195,28137,,,,,,
30988,51,0,Professional,Tier_3,4648,4836,1291,4185,2473,1445,1068,1753,1024,0,342,8,2549,7923,1063,275,140,145,139,6,0,74,23065,,,,,,
55154,53,1,Self_Employed,Tier_1,16546,3145,2283,6050,3522,2694,2488,2451,2718,4039,1550,15,7668,7668,573,995,279,540,327,91,78,210,47486,,,,,,
27240,34,3,Self_Employed,Tier_1,8172,0,1047,3286,1553,581,653,1516,990,2128,411,8,2212,6904,344,342,82,146,271,19,48,88,20337,,,,,,
22676,29,3,Student,Tier_1,6803,0,552,3279,1265,994,649,1081,941,1177,257,10,2156,5678,477,170,88,113,226,28,50,30,16998,,,,,,
25960,33,3,Professional,Tier_1,7788,5154,544,2680,1868,542,999,1098,1123,1830,383,7,1884,1950,691,131,81,124,158,38,76,31,24009,,,,,,
16936,30,3,Retired,Tier_2,3387,0,712,2008,1159,751,585,1328,508,1637,322,8,1348,4539,450,186,51,72,69,17,7,96,12397,,,,,,
22494,28,0,Student,Tier_2,4499,0,685,2276,1777,459,813,1781,844,0,279,7,1661,9080,244,445,59,100,271,36,0,14,13413,,,,,,
152341,31,0,Professional,Tier_1,45702,0,3493,18633,11896,6537,5565,9579,6516,0,2760,15,23472,41660,2811,2187,1374,720,2756,142,0,144,110681,,,,,,
14455,59,1,Self_Employed,Tier_2,2891,2359,693,1935,1085,329,395,813,667,1011,154,10,1398,2122,214,75,50,44,199,10,48,29,12332,,,,,,
24005,45,4,Student,Tier_1,7202,0,1147,2401,1390,1048,1020,1898,886,1379,294,7,1583,5341,467,139,101,289,372,21,47,87,18665,,,,,,
22004,41,2,Retired,Tier_1,6601,3021,864,2922,1642,993,1058,1672,940,1315,531,6,443,443,778,144,245,137,296,19,18,98,21559,,,,,,
24618,34,2,Student,Tier_2,4924,3196,672,3260,1770,1042,947,1684,1004,1784,250,9,2121,4085,719,350,112,88,439,33,34,50,20533,,,,,,
23016,26,3,Self_Employed,Tier_2,4603,3220,1140,3346,1769,907,688,1065,869,2116,339,7,1711,2955,628,365,197,74,142,10,7,72,20062,,,,,,
37509,63,1,Self_Employed,Tier_2,7502,2134,1021,4580,2398,1664,1757,2747,1310,2749,1002,8,3168,8646,1034,429,85,240,723,45,13,168,28864,,,,,,
7637,47,2,Professional,Tier_2,1527,0,155,825,434,223,323,459,339,712,176,6,494,2465,55,99,39,20,93,8,34,21,5173,,,,,,
68781,54,2,Retired,Tier_3,10317,0,3232,9224,5189,1878,2246,2777,3070,4306,1109,14,9946,25433,2176,1210,159,198,228,140,69,212,43348,,,,,,
49763,20,2,Student,Tier_3,7464,0,1288,5935,3405,1232,1316,2926,1746,2515,662,11,5548,21275,1545,915,154,97,666,21,24,67,28489,,,,,,
11100,25,2,Self_Employed,Tier_2,2220,0,432,1206,715,314,525,690,344,1063,283,9,968,3308,64,190,88,33,105,16,12,15,7792,,,,,,
4884,35,2,Professional,Tier_1,1465,511,133,642,336,142,238,307,240,377,120,7,363,374,179,80,35,25,18,6,13,33,4511,,,,,,
13729,47,1,Retired,Tier_2,2746,0,459,1451,1056,636,425,1092,472,687,390,6,850,4315,173,63,181,31,94,2,12,52,9414,,,,,,
24706,20,2,Retired,Tier_1,7412,0,793,2666,1332,662,998,1241,1074,1501,348,10,2357,6678,636,399,197,152,345,32,26,61,18027,,,,,,
236378,51,2,Professional,Tier_1,70913,0,7387,32307,13232,9938,8580,13891,8701,18142,2844,24,50443,50443,4162,1924,2232,2288,3057,252,90,595,185935,,,,,,
46331,60,1,Self_Employed,Tier_3,6950,0,1368,6229,2484,1514,2035,3063,1697,3625,1334,13,5927,16031,1756,491,298,291,216,7,173,232,30299,,,,,,
7065,45,0,Retired,Tier_3,1060,0,145,918,479,290,347,446,329,0,142,8,541,2910,128,111,35,49,33,14,0,40,4156,,,,,,
17279,54,0,Student,Tier_1,5184,0,457,2407,955,776,424,897,816,0,332,7,1154,5030,655,138,57,120,52,4,0,61,12248,,,,,,
28750,42,0,Self_Employed,Tier_2,5750,1823,1432,3091,1497,926,891,2002,1220,0,379,8,2263,9739,847,396,179,114,591,2,0,75,19011,,,,,,
36750,47,2,Self_Employed,Tier_2,7350,2804,744,3818,2501,842,1628,2546,1203,3437,410,7,2632,9466,1016,583,186,391,128,34,6,73,27283,,,,,,
10479,24,1,Professional,Tier_3,1572,0,232,1568,608,501,360,531,315,760,132,7,703,3900,460,38,82,26,96,2,13,7,6579,,,,,,
26929,63,0,Retired,Tier_2,5386,2692,565,3387,1838,600,831,1237,1018,0,419,9,2501,8958,829,455,158,62,193,35,0,46,17973,,,,,,
16896,46,3,Professional,Tier_3,2534,0,598,2508,1152,704,388,1000,736,1170,448,5,887,5657,219,343,48,70,166,21,13,39,11238,,,,,,
12406,19,3,Retired,Tier_3,1861,0,262,1609,722,599,481,675,528,777,275,8,983,4618,149,110,139,125,53,5,3,71,7789,,,,,,
36924,43,1,Professional,Tier_2,7385,5572,1333,5005,2807,1042,1485,2647,1812,2813,665,9,3188,4360,1479,749,190,150,347,61,104,55,32566,,,,,,
55718,58,2,Self_Employed,Tier_2,11144,10564,1660,6396,3822,1374,1742,3869,2440,3205,791,12,6919,8711,1185,432,324,373,293,62,75,225,47007,,,,,,
58793,59,0,Professional,Tier_2,11759,0,2724,8430,4013,1686,1247,3614,2720,0,1511,10,5924,21090,1701,968,390,156,209,9,0,118,37704,,,,,,
47499,24,2,Self_Employed,Tier_2,9500,9408,1461,5668,3632,990,1010,2623,2204,4521,1315,14,5168,5168,365,722,163,101,707,55,36,247,42332,,,,,,
20152,35,0,Self_Employed,Tier_2,4030,3278,899,2900,1570,956,485,1200,654,0,515,8,1555,3666,213,192,145,52,89,14,0,40,16487,,,,,,
53135,23,4,Professional,Tier_2,10627,4799,2186,6070,3966,1485,1577,3048,1870,3317,1358,14,7355,12833,1477,1024,183,277,856,23,18,284,40303,,,,,,
38415,58,4,Retired,Tier_2,7683,0,1886,4977,2584,1372,913,2082,1892,2477,875,8,3095,11675,714,309,345,102,261,41,12,121,26741,,,,,,
33393,57,2,Self_Employed,Tier_2,6679,0,1111,4646,2206,739,1049,1748,1081,2447,630,9,2912,11056,718,206,58,215,269,33,15,67,22336,,,,,,
18391,44,3,Professional,Tier_2,3678,0,895,2560,1098,794,772,821,554,1006,533,8,1415,5680,385,106,200,146,105,4,36,84,12711,,,,,,
20160,58,2,Self_Employed,Tier_1,6048,0,794,2811,1094,669,600,1531,794,1880,255,9,1796,3683,478,284,83,128,437,2,50,73,16476,,,,,,
31827,41,0,Self_Employed,Tier_2,6365,0,1002,4768,2326,997,803,1295,997,0,749,10,3144,12524,528,680,137,123,195,17,0,164,19302,,,,,,
211262,50,2,Professional,Tier_2,42252,0,7330,31237,15960,6736,7888,16783,9956,19425,4403,20,42455,49292,7726,4243,1559,745,1571,481,250,1277,161970,,,,,,
38175,48,2,Self_Employed,Tier_1,11453,0,1600,4204,2352,1859,1438,1762,1176,3548,627,6,2465,8157,508,513,500,361,90,53,38,46,30019,,,,,,
18398,51,0,Self_Employed,Tier_3,2760,0,856,2180,1404,430,862,1249,816,0,452,9,1709,7389,427,409,129,254,72,17,0,131,11009,,,,,,
15414,39,3,Professional,Tier_1,4624,0,496,1939,1102,737,585,943,682,1270,215,6,964,2821,493,144,214,93,158,26,17,28,12593,,,,,,
20242,41,4,Student,Tier_2,4048,0,977,2760,1564,746,861,1573,904,1261,419,9,1829,5129,530,420,165,106,308,2,31,125,15113,,,,,,
171234,53,0,Professional,Tier_2,34247,0,5882,22917,12860,6354,4382,10897,5337,0,3193,17,29762,65164,5319,1491,1101,539,749,97,0,698,106069,,,,,,
21797,45,2,Retired,Tier_2,4359,2144,940,2915,1108,630,863,1022,754,1822,415,7,1504,4825,802,283,36,231,87,29,44,24,16972,,,,,,
61973,37,1,Student,Tier_1,18592,0,2927,7073,3576,1902,2144,3965,2921,4061,1495,13,8098,13318,2043,894,502,177,718,4,78,394,48656,,,,,,
22208,35,2,Self_Employed,Tier_1,6662,2133,591,2596,1544,889,956,1082,782,1721,237,7,1456,3013,131,188,68,282,136,22,84,19,19193,,,,,,
36971,59,2,Retired,Tier_1,11091,0,962,4077,2754,1123,1329,2197,1489,3067,774,8,3008,8107,650,246,105,387,498,23,0,119,28863,,,,,,
56520,49,1,Student,Tier_1,16956,0,2287,8140,4293,2168,2178,4028,2677,5025,1114,13,7323,7656,2093,931,267,480,829,63,53,161,48866,,,,,,
18985,50,2,Professional,Tier_1,5696,3337,740,2296,1382,757,510,808,798,1877,200,10,584,584,412,127,168,151,181,15,19,46,18401,,,,,,
17963,27,1,Self_Employed,Tier_2,3593,0,806,2217,956,376,450,1062,811,1021,521,5,939,6150,382,259,74,95,187,37,28,98,11813,,,,,,
113102,26,2,Student,Tier_1,33931,0,4099,16727,5845,4512,5521,4563,4706,7667,2844,19,21737,22686,1737,768,888,465,618,231,178,230,90415,,,,,,
65948,42,3,Professional,Tier_3,9892,0,2757,9617,4554,1444,2786,5101,2296,6536,1834,11,7183,19132,2440,700,151,307,831,69,27,399,46817,,,,,,
56471,30,4,Student,Tier_2,11294,0,1417,6436,3338,2386,2556,3360,1989,5066,1208,13,7604,17421,376,326,448,389,223,71,213,238,39050,,,,,,
56318,64,3,Professional,Tier_2,11264,0,2048,8133,4257,2421,2192,4291,2678,3057,1215,14,7800,14763,465,1242,361,407,973,114,78,209,41556,,,,,,
43331,62,0,Retired,Tier_2,8666,0,880,5521,3117,1056,931,1788,1801,0,1256,10,4435,18315,615,760,96,71,273,43,0,329,25016,,,,,,
150719,22,0,Retired,Tier_2,30144,0,6098,20002,11872,5745,5092,8502,4794,0,2166,21,31542,56304,5200,1771,394,1211,2465,116,0,412,94415,,,,,,
31073,48,2,Self_Employed,Tier_2,6215,5164,1526,3774,1704,752,1521,2054,1029,2941,654,9,2715,3738,299,440,77,111,542,45,137,172,27334,,,,,,
47608,48,0,Professional,Tier_3,7141,2831,1203,7104,3794,2181,1716,2368,1524,0,625,15,7011,17121,2057,512,119,90,440,14,0,90,30487,,,,,,
9398,51,0,Student,Tier_2,1880,0,226,1261,595,325,190,468,365,0,255,5,501,3832,209,112,84,35,79,11,0,74,5565,,,,,,
15506,43,2,Self_Employed,Tier_2,3101,0,530,1822,931,450,365,1206,775,849,404,9,1333,5071,511,62,30,62,285,35,32,87,10433,,,,,,
11479,24,2,Self_Employed,Tier_3,1722,1426,383,1475,785,496,557,740,544,642,190,8,917,2519,391,70,106,133,84,24,10,19,8960,,,,,,
83134,58,4,Professional,Tier_2,16627,0,2767,11923,6331,4130,3993,4704,3807,5989,2065,10,8368,20799,754,1545,789,876,1125,74,201,343,62336,,,,,,
3893,63,1,Retired,Tier_2,779,0,112,402,307,181,126,257,189,245,103,9,345,1194,117,89,40,28,37,3,11,21,2701,,,,,,
21744,37,2,Self_Employed,Tier_1,6523,0,525,2413,1439,952,548,1138,972,1762,393,7,1477,5081,660,395,186,120,194,14,28,96,16665,,,,,,
2735,60,4,Student,Tier_2,547,0,130,275,171,84,94,216,128,219,34,9,241,837,35,49,19,13,48,3,10,6,1898,,,,,,
15428,39,3,Self_Employed,Tier_3,2314,2257,470,1665,917,726,722,850,761,1476,186,6,934,3084,207,169,129,162,232,4,46,43,12344,,,,,,
20256,22,0,Professional,Tier_1,6077,1060,653,2580,1313,799,984,950,886,0,500,9,1736,4453,644,260,171,120,152,33,0,28,15802,,,,,,
90840,29,1,Retired,Tier_1,27252,12630,2965,10784,6637,2642,3272,5537,3148,7767,996,15,7210,7210,707,819,233,563,1609,89,138,196,83630,,,,,,
41203,38,3,Professional,Tier_3,6180,7878,982,5139,2104,827,1108,3096,1880,2218,890,13,5403,8901,1363,429,139,294,670,26,49,202,32302,,,,,,
15405,26,2,Self_Employed,Tier_2,3081,880,400,1914,1116,323,676,827,608,1109,386,8,1297,4086,96,161,85,129,169,7,24,101,11320,,,,,,
70384,46,3,Student,Tier_1,21115,5326,1435,7701,3811,1900,1593,4858,2285,5633,1367,15,10302,13360,1487,270,232,325,885,38,266,373,57024,,,,,,
30431,44,4,Self_Employed,Tier_3,4565,1993,1063,4294,2227,641,1490,1376,963,1551,845,6,1879,9424,578,635,170,157,161,15,56,131,21008,,,,,,
30915,34,2,Self_Employed,Tier_2,6183,0,1132,3622,1621,619,1387,1792,1307,2369,923,5,1644,9960,916,386,74,149,199,41,42,89,20955,,,,,,
11462,57,2,Retired,Tier_2,2292,0,303,1627,622,316,234,516,492,1104,292,9,1056,3663,251,173,28,13,132,21,35,84,7798,,,,,,
13588,41,1,Professional,Tier_1,4076,0,444,1491,966,463,374,700,488,1186,329,9,1203,3070,362,55,136,92,133,9,15,61,10517,,,,,,
15504,44,4,Retired,Tier_2,3101,1634,632,1816,1071,334,378,1001,501,1011,336,8,1191,3690,130,80,54,72,164,18,50,46,11815,,,,,,
31136,25,0,Self_Employed,Tier_3,4670,0,865,4113,1813,812,1046,1498,1547,0,700,9,2766,14072,346,183,172,93,164,74,0,150,17064,,,,,,
31929,61,3,Student,Tier_2,6386,3366,990,3724,2093,660,1079,1876,1336,2689,791,9,2816,6938,895,166,66,215,141,63,119,175,24990,,,,,,
103180,46,1,Student,Tier_2,20636,19950,4243,11431,7666,2812,4422,7064,4801,7765,1939,17,10451,10451,1506,2176,193,402,695,48,46,152,92729,,,,,,
40823,36,1,Retired,Tier_2,8165,0,1547,6003,2639,1366,1226,1835,1384,3696,1137,12,4808,11825,485,672,235,263,497,64,57,60,28998,,,,,,
3439,27,2,Student,Tier_3,516,0,121,421,210,163,110,146,128,247,100,10,331,1276,54,54,20,16,41,2,1,18,2162,,,,,,
37015,41,3,Student,Tier_2,7403,0,1704,5400,2280,1431,953,2089,1210,2429,736,7,2650,11379,689,450,80,134,511,59,15,39,25635,,,,,,
9404,51,1,Student,Tier_3,1411,1599,208,1404,521,433,241,495,392,893,203,7,614,1605,276,118,91,45,143,10,13,43,7800,,,,,,
13852,57,2,Self_Employed,Tier_1,4156,0,496,1639,1013,526,586,1030,494,1196,223,10,1342,2493,397,169,91,167,284,12,18,45,11359,,,,,,
15666,48,2,Student,Tier_2,3133,2280,642,1838,1007,595,553,1185,697,877,195,10,1509,2661,125,243,160,156,271,17,9,40,13002,,,,,,
17646,63,4,Retired,Tier_3,2647,2582,499,1949,1095,512,645,750,569,1731,417,9,1633,4250,530,102,113,119,50,9,4,50,13396,,,,,,
9985,21,2,Student,Tier_2,1997,0,286,1254,657,265,228,511,343,582,152,10,981,3709,355,128,39,42,152,5,14,42,6275,,,,,,
35304,58,0,Self_Employed,Tier_3,5296,0,1234,3911,2448,1604,1560,1825,1610,0,897,7,2334,14918,1144,437,257,390,365,32,0,109,20385,,,,,,
9704,62,4,Self_Employed,Tier_2,1941,1455,293,1090,579,427,322,632,314,933,212,9,902,1506,69,171,97,60,72,9,8,14,8198,,,,,,
39906,48,4,Student,Tier_2,7981,0,1306,5501,2830,1581,1801,1803,1677,2106,1073,5,2067,12247,1186,566,110,207,237,76,42,320,27659,,,,,,
179608,26,0,Retired,Tier_3,26941,0,7316,21889,9649,4895,6635,11259,7548,0,3716,20,35310,79760,1778,902,356,1719,1882,184,0,975,99848,,,,,,
